content,CustomerService,FiturAplikasi,UserExperience,Verifikasi,Preprocess,review_tokenized
"Aplikasinya sangat membantu, mudah diakses tanpa perlu ribet. Fiturnya lengkap bisa bantu transaksi kalian dg gampang bayar token listrik, beli pulsa, paket data, dan transaksi2 lainnya. Rekomended bgt deh buat kalian yg ga suka ribet bawa dompet dan mager keluar rumah utk bayar2. Makasi bgt pokoknya, sukses slalu link ajaâ¨ð",0,1,1,0,aplikasi  bantu mudah akses   ribet fitur lengkap  bantu transaksi   gampang bayar token listrik beli pulsa paket data  transaksi  rekomendasi      ga suka ribet bawa dompet  mager  rumah  bayar makas  pokok sukses  linkaja aja ,"['aplikasi', 'bantu', 'mudah', 'akses', 'ribet', 'fitur', 'lengkap', 'bantu', 'transaksi', 'gampang', 'bayar', 'token', 'listrik', 'beli', 'pulsa', 'paket', 'data', 'transaksi', 'rekomendasi', 'ga', 'suka', 'ribet', 'bawa', 'dompet', 'mager', 'rumah', 'bayar', 'makas', 'pokok', 'sukses', 'linkaja', 'aja']"
"Aplikasi luar biasa...pengajuan proses baru 1_5bulan, mau top up banyak keluhan, dan akun masih basic aja, sangat cepat....aplikasi yang sangat cocok buat pajangan dan sampah di hp...cocok dah...sangat berguna buat melatih kesabaran...ððââ",-1,-1,-1,0,aplikasi   aju proses  _   mantap   keluh  akun   aja  cepat aplikasi   cocok  pajang  sampah  hp cocok   guna  latih sabar ,"['aplikasi', 'aju', 'proses', '_', 'mantap', 'keluh', 'akun', 'aja', 'cepat', 'aplikasi', 'cocok', 'pajang', 'sampah', 'hp', 'cocok', 'guna', 'latih', 'sabar']"
"Link aja mempermudah aku buat belanja, apalagi aku seorang gamer. Segala top up teratasi sm link ajaa",0,1,1,0,linkaja aja mudah   belanja    main main  mantap  atas sm linkaja aja,"['linkaja', 'aja', 'mudah', 'belanja', 'main', 'main', 'mantap', 'atas', 'sm', 'linkaja', 'aja']"
Ini gimana penyelesaian nya saya top up pulsa dengan E - money Gagal sedangkan bilang 3 hari penyelesaian sampai sekarang blm ada kejelasan saya sudah email tlpn jawaban sama tolong pihak link.... Mana kenyamanan nya,0,-1,-1,0, gimana selesai   mantap  pulsa  elektronik uang gagal  bilang  selesai     jelas   email telepon   tolong  link  nyaman ,"['gimana', 'selesai', 'mantap', 'pulsa', 'elektronik', 'uang', 'gagal', 'bilang', 'selesai', 'jelas', 'email', 'telepon', 'tolong', 'link', 'nyaman']"
"Aplikasinya bagus banget, jadi kalau mau transaksi lebih cepat dan mudah. Saya pasti akan betah menggunakan aplikasih ini. ðð",0,1,1,0,aplikasi bagus     transaksi  cepat  mudah    betah  aplikasi  ,"['aplikasi', 'bagus', 'transaksi', 'cepat', 'mudah', 'betah', 'aplikasi']"
"Aplikasinya sangat bagus semua bisa dilakukan dalam satu aplikasið¤ beli pulsa, bayar tagihan pln, belanja online, bahkan bayar transportasi juga bisa disini, aplikasi yang sangat dibutuhkan dijaman sekarang, suka banget semua jadi mudahð¤â¤ï¸.",0,1,1,0,aplikasi  bagus      aplikasi beli pulsa bayar tagih usaha listrik negara belanja daring  bayar transportasi    aplikasi   butuh jam  suka    mudah ,"['aplikasi', 'bagus', 'aplikasi', 'beli', 'pulsa', 'bayar', 'tagih', 'usaha', 'listrik', 'negara', 'belanja', 'daring', 'bayar', 'transportasi', 'aplikasi', 'butuh', 'jam', 'suka', 'mudah']"
Saya kasih bintang 5 biar upgrade dri basic ke full service segera acc gak proses teruuss..,0,0,-1,-1, kasih bintang biar tingkat    penuh servis  terima gak proses teruuss ,"['kasih', 'bintang', 'biar', 'tingkat', 'penuh', 'servis', 'terima', 'gak', 'proses', 'teruuss']"
Saya kecewa kenapa saya ga bisa akses aplikasi... Saldo saya juga jd ga bisa di gunakan.... Saya bingung aplikasi ini... Niat membantu at niat merampok... Dihubungi email nya tapi tidak di balas...,-1,-1,-1,0, kecewa   ga  akses aplikasi saldo   jd ga     bingung aplikasi  niat bantu  niat rampok hubung email   tidak  balas ,"['kecewa', 'ga', 'akses', 'aplikasi', 'saldo', 'jd', 'ga', 'bingung', 'aplikasi', 'niat', 'bantu', 'niat', 'rampok', 'hubung', 'email', 'tidak', 'balas']"
"apk nya sangat bagus, membantu saya untuk mengisi pulsa dan transaksi lain juga. ada fitur yang gampang untuk dimengerti bagi kaum pemula ð",0,1,1,0,aplikasi   bagus bantu   isi pulsa  transaksi    fitur  gampang  erti  kaum mula ,"['aplikasi', 'bagus', 'bantu', 'isi', 'pulsa', 'transaksi', 'fitur', 'gampang', 'erti', 'kaum', 'mula']"
Kenapa tdk bisa untuk btransaksi harus uphrade full service pdhl data diri sudah benar udh top up juga.. Fitur ini tuh harusnya membantu bukan dipersulit sdh 1 minggu menunggu,0,-1,-1,-1, tidak   transaksi  tingkat penuh servis  data   benar udah mantap   fitur    bantu  sulit  minggu tunggu,"['tidak', 'transaksi', 'tingkat', 'penuh', 'servis', 'data', 'benar', 'udah', 'mantap', 'fitur', 'bantu', 'sulit', 'minggu', 'tunggu']"
Aplikasi dah bagus cma pelayanan harus di tingkatkan lagi,-1,0,1,0,aplikasi  bagus cuma layan   tingkat ,"['aplikasi', 'bagus', 'cuma', 'layan', 'tingkat']"
"Sudah upgrede berkali ke full serfice,tapi gak bisa sampai sekarang,bagaimana sih min..uang yg mau masuk jadi kepending semua...",0,0,-1,-1, tingkat kali  penuh servis  gak      min uang   masuk  tunda  ,"['tingkat', 'kali', 'penuh', 'servis', 'gak', 'min', 'uang', 'masuk', 'tunda']"
App andalan buat bayar sana sini tersambung diberbagai platform entertaiment untuk pembayaran. Interface juga cukup nyaman dan mudah digunakan sip semoga bisa selalu ditingkatkan.,0,1,1,0,aplikasi andal  bayar   sambung bagai platform hibur  bayar antarmuka   nyaman  mudah   moga   tingkat ,"['aplikasi', 'andal', 'bayar', 'sambung', 'bagai', 'platform', 'hibur', 'bayar', 'antarmuka', 'nyaman', 'mudah', 'moga', 'tingkat']"
"Saya melakukan transaksi pada tgl 26 Oktober 2022 untuk pengisian pulsa sebesar Rp 99.300 ke nomor provider XL., Status pending. Juga telah melakukan pengajuan keluhan melalui via email, pada isian email tsb diberikan arahan tata cara komplain dan telah saya penuhi, diberitahukan untuk menunggu 1 x 24 jam, namun setelah waktu yang ditentukan, saldo/pengisian pulsa tersebut belum ada perubahan. Dengan demikian bagaimana pengembalian saldo tersebut min?",1,-1,-1,0,  transaksi  tanggal oktober  isi pulsa  rupiah  nomor sedia layan xl status tunda    aju keluh  via email  isi email   arah tata  komplain    penuh diberitahukan  tunggu  jam     tentu saldo isi pulsa    ubah    kembali saldo  admin ,"['transaksi', 'tanggal', 'oktober', 'isi', 'pulsa', 'rupiah', 'nomor', 'sedia', 'layan', 'xl', 'status', 'tunda', 'aju', 'keluh', 'via', 'email', 'isi', 'email', 'arah', 'tata', 'komplain', 'penuh', 'diberitahukan', 'tunggu', 'jam', 'tentu', 'saldo', 'isi', 'pulsa', 'ubah', 'kembali', 'saldo', 'admin']"
"rekomendasi banget deh buat kalian yang suka serba online aplikasi ini ngebantu banget dengan menggunakan aplikasi LinkAja semuanya bisa ga perlu repot lagi keluar buat beli pulsa, token listrik dll semuanya bisa di aplikasi LinkAja",0,1,1,0,rekomendasi      suka serba daring aplikasi  ngebantu    aplikasi linkaja   ga  repot    beli pulsa token listrik       aplikasi linkaja,"['rekomendasi', 'suka', 'serba', 'daring', 'aplikasi', 'ngebantu', 'aplikasi', 'linkaja', 'ga', 'repot', 'beli', 'pulsa', 'token', 'listrik', 'aplikasi', 'linkaja']"
"Aplikasi yang sangat parah... Untuk reset pin aja sangat susah. Menghubungi call center malah dimangsa penipu,",-1,-1,-1,0,aplikasi   parah  reset pin aja  susah hubung panggil pusat  mangsa tipu ,"['aplikasi', 'parah', 'reset', 'pin', 'aja', 'susah', 'hubung', 'panggil', 'pusat', 'mangsa', 'tipu']"
"Sudah berhari "" nungguin upgrade full service nya, tapi blm juga ada pemberitahuan, tolong lah di percepat kak upgrade ke full service nya",0,0,-1,-1, hari nungguin tingkat penuh servis      pemberitahuan tolong   cepat kak tingkat  penuh servis ,"['hari', 'nungguin', 'tingkat', 'penuh', 'servis', 'pemberitahuan', 'tolong', 'cepat', 'kak', 'tingkat', 'penuh', 'servis']"
Ini aplikasi punya Fitur yang lengkap dan memudahkan pengguna dan bisa juga untuk tarik tunai dan banyaknya promo menarik yang paling oentinhhgg. Jadi makin tertarik untuk menggunakan link aja karena promonya nggak nanggung2 uhuyyy,0,1,1,0, aplikasi  fitur  lengkap  mudah guna     tarik tunai  banyak promo tarik      tarik   linkaja aja  promo  nanggung uhuyyy,"['aplikasi', 'fitur', 'lengkap', 'mudah', 'guna', 'tarik', 'tunai', 'banyak', 'promo', 'tarik', 'tarik', 'linkaja', 'aja', 'promo', 'nanggung', 'uhuyyy']"
"aplikasi mudah dipahami, trus no fee transfer, pas ada problem csnya sat set banget, recommended pokonyaaa",1,1,1,0,aplikasi mudah paham  nomor biaya transfer pas   layan langgan sat set  rekomendasi pokok,"['aplikasi', 'mudah', 'paham', 'nomor', 'biaya', 'transfer', 'pas', 'layan', 'langgan', 'sat', 'set', 'rekomendasi', 'pokok']"
"Aplikasi buruk , untuk upgrade akun dari basic tidak ada kejelasan sama sekali !!!",0,0,-1,-1,aplikasi buruk  tingkat akun   tidak  jelas   ,"['aplikasi', 'buruk', 'tingkat', 'akun', 'tidak', 'jelas']"
Sudah lebih dari 2 bulan sejak 16 desember 2022 pembayaran PDAM pending. Tidak ada tanggapan dari linkaja. Live chat pun yg jawab bot. Di email juga tidak ada balasan. Saldo belum juga dikembalikan. Info aja terpaksa saya bayar tagihan PDAM menggunakan aplikasi lain. Biarlah saldo saya hilang diambil linkaja. Terimakasih linkaja. Sukses selalu.,-1,-1,-1,0,     desember bayar pdam tunda tidak  tanggap  linkaja langsung obrol    robot  email  tidak  balas saldo   kembali info aja paksa  bayar tagih pdam  aplikasi  biar saldo  hilang ambil linkaja terimakasih linkaja sukses  ,"['desember', 'bayar', 'pdam', 'tunda', 'tidak', 'tanggap', 'linkaja', 'langsung', 'obrol', 'robot', 'email', 'tidak', 'balas', 'saldo', 'kembali', 'info', 'aja', 'paksa', 'bayar', 'tagih', 'pdam', 'aplikasi', 'biar', 'saldo', 'hilang', 'ambil', 'linkaja', 'terimakasih', 'linkaja', 'sukses']"
"aplikasi gak jelas, mau kirim uang tp harus upgrade foto ktp dulu. giliran udh di upgrade nunggu nya lama berhari2. gimana mau kirim uang nunggunya kelamaan!!",0,-1,-1,-1,aplikasi gak   kirim uang   tingkat foto ktp  gilir udah  tingkat nunggu  lama hari gimana  kirim uang nunggu  ,"['aplikasi', 'gak', 'kirim', 'uang', 'tingkat', 'foto', 'ktp', 'gilir', 'udah', 'tingkat', 'nunggu', 'lama', 'hari', 'gimana', 'kirim', 'uang', 'nunggu']"
"aplikasi serba bisa bayar token listrik bisa, bayar pajak apalgi, bener bener aplikasi luar biasa",0,1,1,0,aplikasi serba  bayar token listrik  bayar pajak  bener bener aplikasi  ,"['aplikasi', 'serba', 'bayar', 'token', 'listrik', 'bayar', 'pajak', 'bener', 'bener', 'aplikasi']"
"Saya sudah melakukan upgrade fullservice(premium) an akun,tapi sudah 3 Minggu belum juga premium,padahal smua data sudah sesuai,ini gmn ya? Tolong bantuannya segeraaa",0,0,0,-1,   tingkat layan penuh premium an akun   minggu   premium   data  sesuai  gimana  tolong bantu ,"['tingkat', 'layan', 'penuh', 'premium', 'an', 'akun', 'minggu', 'premium', 'data', 'sesuai', 'gimana', 'tolong', 'bantu']"
"Pelayanan sangat buruk! saya sudah mengajukan upgrade akun premium 3 minggu yang lalu, sampe sekarang tidak ada kabar sama sekali. Sudah saya follow up lewat email tapi tidak ada balasan, telfon cs tidak diangkat. Uang saya jadi mengendap, tidak bisa ditarik kemanapun! BUMN kok kualitasnya kaya gini!",-1,0,-1,-1,layan  buruk   aju tingkat akun premium minggu     tidak  kabar     follow   email  tidak  balas telpon layan langgan tidak angkat uang   endap tidak  tarik mana bumn  kualitas kaya gin ,"['layan', 'buruk', 'aju', 'tingkat', 'akun', 'premium', 'minggu', 'tidak', 'kabar', 'follow', 'email', 'tidak', 'balas', 'telpon', 'layan', 'langgan', 'tidak', 'angkat', 'uang', 'endap', 'tidak', 'tarik', 'mana', 'bumn', 'kualitas', 'kaya', 'gin']"
"Aplikasinya sangat buruk, gak usah di instal deh nanti nyesel kayak saya, mana uang saya masih ada tapi akun saya tidak bisa di akses, nyesel bgt,, ð­ð­",0,-1,-1,0,aplikasi  buruk gak   pasang   nyesal kayak   uang     akun  tidak   akses nyesal bgt ,"['aplikasi', 'buruk', 'gak', 'pasang', 'nyesal', 'kayak', 'uang', 'akun', 'tidak', 'akses', 'nyesal', 'bgt']"
"Aplikasi sangat buruk, udah kurang lebih 1 mingguan masih tetap basic ga bisa kirim uang, udah di upgrade seminggu lebih, foto selfie dan KTP tetap aja ga bisa, kecewa banget dengan APK ini",0,-1,-1,-1,aplikasi  buruk udah kurang  minggu    ga  kirim uang udah  tingkat minggu  foto selfie  ktp  aja ga  kecewa   aplikasi ,"['aplikasi', 'buruk', 'udah', 'kurang', 'minggu', 'ga', 'kirim', 'uang', 'udah', 'tingkat', 'minggu', 'foto', 'selfie', 'ktp', 'aja', 'ga', 'kecewa', 'aplikasi']"
"Alhamdulillah,, setelah memakai apk ini semuanya lancar, pembelian data, token, saldo, semua dapat diproses dengan cepat,, fiturnya juga bagus,,",0,1,1,0,alhamdulillah  pakai aplikasi   lancar beli data token saldo   proses  cepat fitur  bagus ,"['alhamdulillah', 'pakai', 'aplikasi', 'lancar', 'beli', 'data', 'token', 'saldo', 'proses', 'cepat', 'fitur', 'bagus']"
LinkAja terimakasih banyak. Karena ada aplikasi ini saat tiba-tiba butuh uang cepet enggak khawatir lagi. Mau bayar tagihan listrik dan airpun gampang tinggal klik aja.,0,1,1,0,linkaja terimakasih    aplikasi     butuh uang cepat  khawatir   bayar tagih listrik  air gampang tinggal tekan aja ,"['linkaja', 'terimakasih', 'aplikasi', 'butuh', 'uang', 'cepat', 'khawatir', 'bayar', 'tagih', 'listrik', 'air', 'gampang', 'tinggal', 'tekan', 'aja']"
"Ini gimama, sy top up gak masul uda 3 hari, dan ini td sy coba lagi top gak masuk lagi. Sy logout dan masuk lagi gak bisa. Ini gini trus merugikan lho, uang sy ada di situ tp gak bisa di pakai dan sedangkan sy butuh. Solusinya dong",0,-1,-1,0, gimana  mantap  gak masuk udah      coba  mantap gak masuk     masuk  gak   gin  rugi  uang    situ  gak   pakai    butuh solusi ,"['gimana', 'mantap', 'gak', 'masuk', 'udah', 'coba', 'mantap', 'gak', 'masuk', 'masuk', 'gak', 'gin', 'rugi', 'uang', 'situ', 'gak', 'pakai', 'butuh', 'solusi']"
Menyesal saya dowload link.. Saldo Ndak bisa di kirim ke antar bank.. Padahal saya sdh upgrade dan sudah di sambungkan ke layanan antar bank..tinggal menunggu ACC 1X24 jam.. Tetap saja masih gak bisa...menyesal saya..saldo masih tertinggal,1,-1,1,1,sesal  unduh link saldo tidak   kirim   bank    tingkat    sambung  layan  bank tinggal tunggu terima  jam    gak  sesal  saldo  tinggal,"['sesal', 'unduh', 'link', 'saldo', 'tidak', 'kirim', 'bank', 'tingkat', 'sambung', 'layan', 'bank', 'tinggal', 'tunggu', 'terima', 'jam', 'gak', 'sesal', 'saldo', 'tinggal']"
Sangat membantu dalam keadaan darurat sekalipun buat ngisi pulsa listrik dan kuota,0,1,1,0, bantu   darurat   isi pulsa listrik  kuota,"['bantu', 'darurat', 'isi', 'pulsa', 'listrik', 'kuota']"
"Saat saya lagi login nama saya masih benar tapi pas saya ganti foto profil linkaja saya tiba-tiba nama saya berubah dan saya gak bisa ganti nama harus ke GraPARI dan GraPARI saya lumayan jauh,saat saya coba kirim email ke info@linkaja gak ada balasan sama sekali cuma ada no antrian.padahal saya sebelumnya lancar pake aplikasi ini Saya sudah kembali ngirim email apakah Masih lama ? Dan saya sudah dapat no antrian",-1,-1,1,0,   masuk nama   benar  pas  ganti foto profil linkaja    nama  ubah   gak  ganti nama   grapari  grapari  lumayan    coba kirim email  info gak  balas     nomor antri    lancar pakai aplikasi     ngirim email   lama     nomor antri,"['masuk', 'nama', 'benar', 'pas', 'ganti', 'foto', 'profil', 'linkaja', 'nama', 'ubah', 'gak', 'ganti', 'nama', 'grapari', 'grapari', 'lumayan', 'coba', 'kirim', 'email', 'info', 'gak', 'balas', 'nomor', 'antri', 'lancar', 'pakai', 'aplikasi', 'ngirim', 'email', 'lama', 'nomor', 'antri']"
"Bagus mempermudah urusan, menghemat waktu untuk keluar rumah semoga kedepannya tetap baik",0,1,1,0,bagus mudah urus hemat    rumah moga depan  baik,"['bagus', 'mudah', 'urus', 'hemat', 'rumah', 'moga', 'depan', 'baik']"
"aplikasi LinkAja sangat membantu dan memudahkan dalam membayar berbagai transaksi seperti beli pulsa/paket data, membayar tagihan listrik dll. Jadi sangat memudahkan sekali dan anti ribet. Terima kasih LinkAja karna sudah menjadi aplikasi yang memudahkan dalam bertransaksi",0,1,1,0,aplikasi linkaja  bantu  mudah  bayar  transaksi  beli pulsa paket data bayar tagih listrik      mudah   anti ribet terima kasih linkaja    aplikasi  mudah  transaksi,"['aplikasi', 'linkaja', 'bantu', 'mudah', 'bayar', 'transaksi', 'beli', 'pulsa', 'paket', 'data', 'bayar', 'tagih', 'listrik', 'mudah', 'anti', 'ribet', 'terima', 'kasih', 'linkaja', 'aplikasi', 'mudah', 'transaksi']"
"Penggunaan nya mudah dan praktis, belum lagi terpercaya udah sering banget transaksi pulsa dan listrik disini. Ngga ada bug atau masalah selama penggunaan, tetap pertahankan.",0,1,1,0,guna  mudah  praktis   percaya udah   transaksi pulsa  listrik  tidak  salah    guna  tahan ,"['guna', 'mudah', 'praktis', 'percaya', 'udah', 'transaksi', 'pulsa', 'listrik', 'tidak', 'salah', 'guna', 'tahan']"
Ini kenapa ya lemot bgt apk nya aku mau bikin akun baru karna lupa akun yang lama gagal dimuat mulu padahal udah dicoba disegala tempat buat nyari sinyal juga sama aja,0,-1,-1,0,   lot  aplikasi    bikin akun   lupa akun  lama gagal muat mulu  udah coba segala   nyari sinyal   aja,"['lot', 'aplikasi', 'bikin', 'akun', 'lupa', 'akun', 'lama', 'gagal', 'muat', 'mulu', 'udah', 'coba', 'segala', 'nyari', 'sinyal', 'aja']"
Upgrade full service sangat lama sdh memakan wkt 1 bulan lebih dan tidak ada kejelasan apakah diterima/ditolak.,0,0,-1,-1,tingkat penuh servis  lama  makan     tidak  jelas  terima tolak ,"['tingkat', 'penuh', 'servis', 'lama', 'makan', 'tidak', 'jelas', 'terima', 'tolak']"
"Aplikasi tidak bermutu, akun tiba-tiba diblokir. Mau menghubungi Call Center ga ada respon, akun juga ga bisa diakses. Terus mau bagaimana ini, pokoknya harus ganti rugi. Masalahnya di akun tersebut ada uangnya, kalau ga ada isinya ya gapapa. Kenapa sih semakin ke sini kok aplikasinya jadi jelek banget, menurut saya bintang satu itu kebanyakan. Seharusnya bintang separuh aja. Semoga segera ada respon dan bisa langsung diperbaiki.",-1,-1,-1,0,aplikasi tidak mutu akun   blokir  hubung panggil pusat ga  respon akun  ga  akses     pokok  ganti rugi   akun   uang  ga  isi  gapapa       aplikasi  jelek    bintang   banyak harus bintang paruh aja moga   respon   langsung baik ,"['aplikasi', 'tidak', 'mutu', 'akun', 'blokir', 'hubung', 'panggil', 'pusat', 'ga', 'respon', 'akun', 'ga', 'akses', 'pokok', 'ganti', 'rugi', 'akun', 'uang', 'ga', 'isi', 'gapapa', 'aplikasi', 'jelek', 'bintang', 'banyak', 'harus', 'bintang', 'paruh', 'aja', 'moga', 'respon', 'langsung', 'baik']"
"Sangat mengecewakan!! Top up e money saya 100 rb belum masuk dari tanggal 9 januari 2023 sampai sekarang 17 januari 2023. Bahkan sudah di update berkali kali di atm mandiri pun tetap tidak masuk. Untuk berbicara dengan CS nya saja tidak bisa, live chat pun tidak bisa, email pun hanya jawaban otomatis. Belum ada refund, tapi sudah menyatakan selesai. Rugi 100rb saya klo begini.",-1,-1,-1,0, kecewa mantap  elektronik uang  ribu  masuk  tanggal januari   januari    baharu kali kali  atm mandiri   tidak masuk  bicara  layan langgan   tidak  langsung obrol  tidak  email    otomatis   uang     selesai rugi     ,"['kecewa', 'mantap', 'elektronik', 'uang', 'ribu', 'masuk', 'tanggal', 'januari', 'januari', 'baharu', 'kali', 'kali', 'atm', 'mandiri', 'tidak', 'masuk', 'bicara', 'layan', 'langgan', 'tidak', 'langsung', 'obrol', 'tidak', 'email', 'otomatis', 'uang', 'selesai', 'rugi']"
"Tolong untuk daftar, nama nya jangan di batasi. Nama lengkapku itu panjang malah gk bisa alias merah. Dan alangkah baiknya nomor telepon itu bisa di ganti, gk selamanya orang pakai nomor telepon itu2 terus. Pokoknya intinya nomor telepon itu seharusnya bisa di ganti lewat aplikasinya, jangan malah harus buat akun baru. Sudah 2 akun ktp ku tak kaitkan di LinkAja, sekarang aku mau ganti nomor tapi aku skip dulu karena batas max 1 ktp 3 akun setelah itu udah gk bisa buat akun lagi. Sedih min",0,-1,-1,0,tolong  daftar nama  jangan  batas nama lengkap    gak  alias merah  alangkah baik nomor telepon    ganti gak  orang pakai nomor telepon   pokok inti nomor telepon  harus   ganti  aplikasi jangan    akun   akun ktp ku  kait  linkaja    ganti nomor   skip   batas maksimal ktp akun   udah gak   akun  sedih admin,"['tolong', 'daftar', 'nama', 'jangan', 'batas', 'nama', 'lengkap', 'gak', 'alias', 'merah', 'alangkah', 'baik', 'nomor', 'telepon', 'ganti', 'gak', 'orang', 'pakai', 'nomor', 'telepon', 'pokok', 'inti', 'nomor', 'telepon', 'harus', 'ganti', 'aplikasi', 'jangan', 'akun', 'akun', 'ktp', 'ku', 'kait', 'linkaja', 'ganti', 'nomor', 'skip', 'batas', 'maksimal', 'ktp', 'akun', 'udah', 'gak', 'akun', 'sedih', 'admin']"
"Linkaja aplikasi yang userfriendly sangat mudah dipahami. Registrasi akun mudah dan cepat. Kalau mau dapet banyak keuntungan, upgrade aku ke Full Service. Bisa transfer uang maksimal 5jt perhari.",0,1,1,1,linkaja aplikasi  ramah  mudah paham registrasi akun mudah  cepat   dapet  untung tingkat   penuh servis  transfer uang maksimal jt hari ,"['linkaja', 'aplikasi', 'ramah', 'mudah', 'paham', 'registrasi', 'akun', 'mudah', 'cepat', 'dapet', 'untung', 'tingkat', 'penuh', 'servis', 'transfer', 'uang', 'maksimal', 'jt', 'hari']"
Aplikasi gak jelas sering error...alasan nya peningkatan aplikasi... Di saat penting mau di pakai pasti error...padahal saldo lagi banyak....,0,-1,-1,0,aplikasi gak   error alas  tingkat aplikasi      pakai  error  saldo   ,"['aplikasi', 'gak', 'error', 'alas', 'tingkat', 'aplikasi', 'pakai', 'error', 'saldo']"
"Sudah daftar sebelumnya tapi saat mau login selalu bilang koneksi bermasalah terus Padahal koneksi wifi saya saja sudah 5mbps lebih, pake kuota juga sama saja Tolong diurus secepatnya, karna aplikasi ada buat digunakan dan mempermudah user, bukan ajang buat"" aja tp bermasalah",0,0,-1,-1, daftar     masuk  bilang koneksi masalah   koneksi internet    mbps  pakai kuota    tolong urus cepat  aplikasi     mudah guna  ajang  aja  masalah,"['daftar', 'masuk', 'bilang', 'koneksi', 'masalah', 'koneksi', 'internet', 'mbps', 'pakai', 'kuota', 'tolong', 'urus', 'cepat', 'aplikasi', 'mudah', 'guna', 'ajang', 'aja', 'masalah']"
"Aplikasi sangat aman untuk transaksi, mudah banget dalam pengoperasiannya, pokoknya mantap",0,1,1,0,aplikasi  aman  transaksi mudah   operasi pokok mantap,"['aplikasi', 'aman', 'transaksi', 'mudah', 'operasi', 'pokok', 'mantap']"
"Udah 3 bulan upgrade full service gk di acc, ntah nunggu berapa lama lagi. Uang nyangkut di dlm ini gk bisa ditarik. Sangat menyesal download apk ini",0,-1,-1,-1,udah  tingkat penuh servis gak  terima  nunggu  lama  uang nyangkut    gak  tarik  sesal unduh aplikasi ,"['udah', 'tingkat', 'penuh', 'servis', 'gak', 'terima', 'nunggu', 'lama', 'uang', 'nyangkut', 'gak', 'tarik', 'sesal', 'unduh', 'aplikasi']"
"Keren aplikasinya sangat bermanfaat, memudahkan dalam melakukan berbagai pembayaran",0,1,1,0,keren aplikasi  manfaat mudah    bayar,"['keren', 'aplikasi', 'manfaat', 'mudah', 'bayar']"
"Gimana ini kok gak bisa upgrade full service..verifikasi wajah kok gak bisa""...padahal udah ngikutin petunjuk",0,0,-1,-1,gimana   gak  tingkat penuh service verifikasi wajah  gak   udah ngikutin tunjuk,"['gimana', 'gak', 'tingkat', 'penuh', 'service', 'verifikasi', 'wajah', 'gak', 'udah', 'ngikutin', 'tunjuk']"
"Pembayaran untuk tiket kereta api yg nggak ribet, dan sangat mudah .",0,1,1,0,bayar  tiket kereta api   ribet   mudah ,"['bayar', 'tiket', 'kereta', 'api', 'ribet', 'mudah']"
"Saya pakai linkAja sudah 1tahun lebih...akhirÂ² ini sangat mengecewakan sekali,januari ini 2ÃTrouble isi emoney mandiri,yg terakhir tgl 15 januari saya isi emoney 500k tidak masuk,sudah email,tlp susah sekali,livechat masih belum ada hasil...kecewa sekalið¡ð¡ð¡ð¡ saldo tidak kembali 500k",-1,-1,-1,0, pakai linkaja       kecewa  januari   isi uang digital mandiri   tanggal januari  isi uang digital  tidak masuk  email telepon susah  japri    hasil kecewa  saldo tidak  ,"['pakai', 'linkaja', 'kecewa', 'januari', 'isi', 'uang', 'digital', 'mandiri', 'tanggal', 'januari', 'isi', 'uang', 'digital', 'tidak', 'masuk', 'email', 'telepon', 'susah', 'japri', 'hasil', 'kecewa', 'saldo', 'tidak']"
Tidak bisa login padahal nomor sudah benar dan sampai sekarang tdk bisa login,0,-1,-1,0,tidak  masuk  nomor  benar    tidak  masuk,"['tidak', 'masuk', 'nomor', 'benar', 'tidak', 'masuk']"
"Sangat mengecewakan, masa kirim saldo ke bank sendiri, dibatasi 2 jt sehari?? Blm lagi sering bgt gangguan. Mohon diperbaiki lagi donk sistemnya.",0,-1,-1,0, kecewa  kirim saldo  bank  batas juta hari     ganggu mohon baik   sistem ,"['kecewa', 'kirim', 'saldo', 'bank', 'batas', 'juta', 'hari', 'ganggu', 'mohon', 'baik', 'sistem']"
"aplikasi super duper ribet....Cs ny muter2 buang pulsa aje...upgradeny susah , pindah ke yg lain aje....",-1,0,-1,-1,aplikasi super super ribet cs  muter buang pulsa aje upgradeny susah pindah    aje ,"['aplikasi', 'super', 'super', 'ribet', 'cs', 'muter', 'buang', 'pulsa', 'aje', 'upgradeny', 'susah', 'pindah', 'aje']"
Mohon infonya admin saya daftar link aja masak belum di setujui upgrade full service padahal data sudah saya kirim semua,0,0,0,-1,mohon info admin  daftar linkaja aja masak   tuju tingkat penuh servis  data   kirim ,"['mohon', 'info', 'admin', 'daftar', 'linkaja', 'aja', 'masak', 'tuju', 'tingkat', 'penuh', 'servis', 'data', 'kirim']"
"Aplikasi ini aman dan nyaman dipake, fiturnya juga ga ribet dan bisa dipake untuk transaksi pulsa dsb nya",0,1,1,0,aplikasi  aman  nyaman dipake fitur  ga ribet   dipake  transaksi pulsa   ,"['aplikasi', 'aman', 'nyaman', 'dipake', 'fitur', 'ga', 'ribet', 'dipake', 'transaksi', 'pulsa']"
